claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_day,claim_month,claim_year
438255360,0.464285714,1,0,0.568,0.502564629,0,1,0,50012,5,1,0,0,0.36,2,0,0.571428571,2,0.25472244,2,0.232716742,0.576414037,1,0.511419487,0.558851834,3,0,2,2,2023
438545664,0.357142857,1,1,0.648,0.430447271,0,1,1,50033,6,1,0.4,0,0.77,2,1,0.571428571,0,0.333555701,4,0.348035581,0.445734173,0.4,0.910109421,0.666124388,6,0,11,7,2023
438732288,0.392857143,1,1,0.232,0.455888387,1,1,0,50008,7,1,0,0,0.97,2,0,0.476190476,0,0.055914941,5,0.48917545,0.265884045,0.4,0.576258593,0.427003252,1,0,1,3,2023
439229952,0.392857143,1,0,0.712,0.456093558,1,1,0,15021,4,2,0,0,0,2,1,0.19047619,1,0.239725878,6,0.742075371,1,0.4,0.306150998,0.520316709,2,0,2,6,2024
439292160,0.464285714,0,1,0.536,0.503949528,1,0,1,80016,6,2,0.4,0,0.56,2,1,0.285714286,0,0.207733074,1,0.082600104,0.277455473,0.4,0.910109421,0.413433824,5,0,7,11,2023
439540992,0.428571429,0,1,0.68,0.479739434,1,1,0,50021,1,0,0,0,0.33,2,1,0.19047619,1,0.545415529,3,0.313097053,0.633896184,1,0.511419487,0.487633769,2,0,12,4,2024
439665408,0.160714286,1,1,0.568,0.259848174,1,1,1,85069,4,1,0.4,0,1,2,1,0.666666667,2,0.059920822,6,0.37617582,0.430321356,0,0.375,0.343983023,6,0,13,10,2024
439748352,0.785714286,0,1,0.456,0.676189988,1,0,0,80033,6,2,0,0,0.35,2,1,0.476190476,1,0.146045702,5,0.291434966,0.22772064,0,0.352783681,0.518406474,4,0,4,7,2023
439769088,0.571428571,0,0,0.568,0.568065244,1,1,0,85079,2,2,0,0,0.21,2,0,0.380952381,0,0.312963837,4,0.161364688,0.434860486,0.4,0.306150998,0.287588335,2,1,23,9,2024
439955712,0.428571429,0,1,0.472,0.479790726,0,1,0,80011,4,1,0,0,0.39,2,0,0.285714286,1,0.996868016,0,0.306703144,0.245287847,0,0.499705277,0.406434561,7,1,10,3,2024
439976448,0.857142857,0,0,0.664,0.707632335,1,1,1,50046,7,0,0,0,0.86,2,1,0.476190476,0,0.931962414,0,0.59085557,0.447550929,0,0.371919935,0.375454472,7,0,1,5,2024
440080128,0.446428571,0,1,0.904,0.492306114,0,0,1,50036,2,2,0.8,0,0.47,2,1,0.666666667,1,0.684461329,0,0.195220506,0.730125167,0,0.73711935,0.638302496,4,0,13,11,2023
440308224,0.339285714,0,1,0.84,0.416085351,0,0,0,85038,7,2,0,0,0.01,2,0,0.666666667,2,0.468261608,6,0.552980992,0.302746246,1,0.511419487,0.511864479,2,0,13,3,2024
440660736,0.857142857,1,0,0.376,0.708247846,0,0,0,15009,3,1,0,0,0.09,2,1,0.666666667,2,0.422883888,3,0.213115837,0.38516321,0,0.499705277,0.557691921,3,0,30,9,2023
440743680,0.357142857,0,1,0.104,0.430806319,1,1,0,85029,7,1,0,0,0.6,2,1,0.19047619,2,0.325559923,2,0.510400947,0.86945144,0.4,0.576258593,0.518506172,1,0,6,3,2024
440909568,0.428571429,1,1,0.584,0.479688141,1,1,0,50050,4,1,0,0,0.18,2,0,0.666666667,2,0.272806883,3,0.447603325,0.765892785,0,0.375,0.501571687,3,0,26,2,2023
440992512,0.392857143,0,1,0.504,0.456247435,0,1,1,85074,7,1,0,0,0.45,2,0,0.476190476,2,0.309571621,0,0.110682984,0.57375745,0.4,0.306150998,0.400374731,2,0,6,11,2024
441075456,0.678571429,1,0,0.52,0.624076734,1,0,0,15004,5,2,0,0,0.5,2,1,0.666666667,1,0.260450815,1,0.164576508,0.340558139,0.4,0.910109421,0.63461824,5,0,23,3,2023
441282816,0.535714286,1,1,0.92,0.547291752,1,1,1,15001,6,2,0,0,0.17,2,0,0.476190476,2,0.353036204,4,1,0.574898407,0.4,0.576258593,0.315664235,5,0,2,5,2023
441365760,0.321428571,0,0,0.904,0.403826426,1,1,0,15031,6,0,0,0,0.7,2,1,0.761904762,0,0.25597473,2,0.147456621,0.165660104,1,0.505093315,0.424202863,5,0,2,4,2024
441448704,0.553571429,0,1,0.808,0.557909315,0,1,0,20122,2,0,0,0,0.76,2,1,0.095238095,1,0.15260903,4,0.294918765,0.570039352,1,0.511419487,0.344891633,3,0,10,7,2023
441510912,0.5,0,1,0.664,0.526159212,0,1,0,50041,3,0,0,0,0.54,2,1,0.285714286,2,0.617301947,2,0.216806991,0.359190771,0.4,0.823568724,0.399957923,4,0,22,4,2023
441593856,0.196428571,0,1,0.712,0.295240049,1,0,0,50041,2,2,0,0,0.8,2,1,0.476190476,1,0.463167453,4,0.362318219,0.241397877,0,0.352783681,0.658862532,4,0,23,12,2024
441718272,0.357142857,0,1,0.776,0.430139516,1,1,0,15051,5,1,0.4,0,0.96,2,1,0.380952381,2,0.053957693,3,0.275631538,0.295248449,1,0.43611148,0.491049682,5,0,24,8,2023
441987840,0.357142857,1,0,0.776,0.429677883,0,0,0,15001,3,1,0,0,0.5,2,0,0.285714286,2,0.612138233,2,0.119811767,0.327382604,0,0.499705277,0.52669161,8,0,28,12,2024
442008576,0.428571429,1,1,0.264,0.480713993,1,0,0,85044,6,1,0,0,0,2,1,0.666666667,0,0.313536013,2,0.584658862,0.488782859,0,0.371919935,0.357298385,2,0,11,7,2023
442050048,0.571428571,1,1,0.824,0.567449733,0,1,0,80101,3,0,0.4,0,0.14,2,1,0.666666667,2,0.319272391,1,0.466838807,0.409384813,0,0.73711935,0.452706292,4,0,8,7,2023
442298880,0.607142857,0,1,0.84,0.586633156,1,1,1,85074,2,0,1,0,0.09,2,1,0.571428571,2,0.148719943,5,0.740711355,0.598777327,1,0.511419487,0.357454347,4,1,25,9,2023
442340352,0.482142857,1,0,0.616,0.515131309,0,0,0,80044,7,2,0,0,0.03,2,1,0.19047619,0,0.353463959,5,0.34596522,0.199150232,0.4,0.823568724,0.319836791,5,0,24,4,2024
442485504,0.464285714,1,1,0.44,0.502667214,1,0,1,20101,6,1,1,0,0.61,2,1,0.285714286,2,0.362358329,1,0.898125425,0.322119449,0,0.352783681,0.479856942,3,0,31,1,2023
442589184,0.357142857,0,1,0.856,0.430139516,1,1,1,15033,7,2,0,0,0.51,2,0,0.666666667,0,0.15707555,1,0.20818751,1,0.4,0.910109421,0.414443953,6,0,13,9,2023
442796544,0.428571429,0,1,0.808,0.479636849,1,1,0,50001,2,1,0.4,0,0.35,2,1,0.285714286,1,0.709783418,3,0.169942044,0.21074851,0,0.371919935,0.429547867,1,1,27,2,2023
442962432,0.482142857,0,1,0.568,0.515490357,1,0,0,80023,5,2,0,0,0.5,2,0,0.571428571,1,0.855484538,1,0.423218344,0.510523992,1,0.511419487,0.349290401,5,1,28,9,2023
443107584,0.660714286,1,1,0.616,0.614741485,0,1,0,15021,3,2,0,0,0.67,2,0,0.857142857,2,0.23063242,4,0.565221017,0.533319055,0,0.60068326,0.696858524,0,0,28,12,2024
443169792,0.446428571,0,1,0.856,0.492254822,0,0,0,20120,1,1,0,0,0.95,2,1,0.571428571,2,0.190844667,3,0.549570122,1,0.4,0.306150998,0.657527497,3,0,6,9,2024
443190528,0.357142857,0,0,0.648,0.429985638,1,1,1,80013,3,2,0,0,0.24,2,0,0.380952381,1,1,1,0.065087838,0.650439087,1,0.43611148,0.459904979,1,0,9,12,2023
443729664,0.089285714,1,0,0.696,0.181678293,1,1,1,20109,4,0,0,0,0.7,2,0,0.857142857,0,0.537288916,5,0.345054211,0.205075786,0,0.375,0.489976633,3,0,31,12,2023
443791872,0.303571429,0,1,0.52,0.389208043,1,1,0,50036,7,2,0,0,0.91,2,1,0.666666667,0,0.103292124,6,0.149177892,0.495389363,0,0.60068326,0.510097649,4,0,23,8,2023
443895552,0.660714286,1,1,0.632,0.615151826,1,1,0,50029,4,2,0,0,0,2,0,0.666666667,2,0.204954438,2,0.567455669,0.734090952,0.4,0.910109421,0.401703618,2,0,17,9,2023
444310272,0.285714286,1,1,0.824,0.374179319,1,1,0,15001,3,1,0,0,0.98,2,0,0.095238095,2,0.40740933,4,0.786759606,0.611074925,1,0.43611148,0.581200421,3,0,27,5,2023
444413952,0.607142857,1,0,0.712,0.587094789,1,1,0,85036,4,0,0,0,0.51,2,1,0.285714286,0,0.121702311,2,0.589861418,0.6749375,0,0.499705277,0.492342856,3,0,5,3,2023
444932352,0.660714286,1,1,0.824,0.616280263,1,0,0,80042,6,2,0,0,0.77,2,1,0.285714286,0,0.525509201,0,0.401527043,0.370188756,0.4,0.306150998,0.541269793,2,1,7,5,2024
445098240,0.267857143,1,1,0.28,0.35945835,1,0,1,80016,6,2,0,0,0.71,2,0,0.285714286,1,0.601848582,5,0.313007559,0.449346201,0,0.499705277,0.66306469,2,0,29,8,2023
445222656,0.446428571,1,1,0.664,0.491639311,1,0,0,50055,5,1,0,0,0.07,2,1,0.666666667,2,0.483762096,0,0.164377342,0.252196495,0,0.73711935,0.33326783,4,1,18,5,2023
445264128,0.875,0,1,0.6,0.715069758,1,0,0,85024,6,1,0.8,0,0.77,2,0,0.380952381,1,0.120734967,6,0.741366228,0.230410408,1,0.505093315,0.438620567,4,0,10,1,2023
445347072,0.5,0,1,0.76,0.526210505,1,0,1,15004,3,1,0,0,0.01,2,0,0.666666667,2,0.652711077,6,0.961671129,0.450472551,1,0.511419487,0.340633112,8,0,1,4,2023
445409280,0.303571429,1,0,0.888,0.389002872,0,0,0,15001,5,1,0,0,0.12,2,1,0.380952381,1,0.379831087,1,0.353715095,0.578467863,0.4,0.823568724,0.528628429,6,0,18,1,2024
445637376,0.321428571,1,1,0.68,0.4033135,1,0,0,80017,4,1,0,0,0.58,2,0,0.761904762,0,0.452515131,1,0.445401248,0.473232679,0.4,0.306150998,0.541171721,3,1,29,1,2023
445741056,0.714285714,0,0,0.072,0.642029134,0,0,0,85024,7,2,0.4,0,0.68,2,1,0.666666667,0,0.283214346,1,0.366620556,0.447079616,0,0.499705277,0.47155719,2,1,23,8,2023
445844736,0.642857143,1,1,0.84,0.607406648,1,0,0,15038,2,2,0,0,0.79,2,0,0.380952381,0,0.251107815,4,0.374400916,0.340074352,0,0.371919935,0.361497427,5,0,2,1,2023
445865472,0.696428571,0,1,0.84,0.633873615,1,0,0,50011,2,2,0.4,0,0.18,2,1,0.380952381,1,0.074716089,3,0.239026943,0.378462565,0.4,0.576258593,0.628756891,3,1,10,7,2023
446072832,0.642857143,0,1,0.568,0.606329503,0,1,1,50035,7,2,0.4,0,0.41,2,1,0.476190476,1,0.264669758,6,1,0.711089374,0,0.60068326,0.336416976,2,0,22,3,2023
446155776,0.196428571,1,0,0.952,0.295188757,0,1,0,50052,1,1,0,0,0.77,2,0,0.476190476,2,0.684516969,4,0.285477744,0.238514144,1,0.43611148,0.594888554,4,0,20,12,2024
446259456,0.125,0,1,0.792,0.222199426,1,1,0,80022,5,1,0.4,0,0.84,2,1,0.285714286,2,0.622189012,0,0.312295886,0.550662496,0.4,0.910109421,0.380778908,3,0,1,2,2024
446570496,0.5,0,1,0.776,0.524825605,1,0,1,50043,7,1,0,0,0.94,2,1,0.285714286,0,0.290270978,3,0.49958145,0.281961475,1,0.505093315,0.420946602,6,0,8,2,2023
446611968,0.714285714,1,1,0.536,0.642490767,0,1,1,20104,7,1,0.4,0,0.86,2,1,0.476190476,2,0.475099752,4,0.295477906,0.399867084,1,0.511419487,0.509498008,3,0,4,9,2024
446674176,0.517857143,1,1,0.728,0.536622897,1,1,1,50013,6,1,1,0,0.96,2,1,0.666666667,1,0.471967172,4,0.091774311,0.44963072,0.4,0.823568724,0.678865952,3,0,1,10,2024
446757120,0.625,1,1,0.92,0.597302011,1,1,0,20149,3,1,0,0,0.04,2,1,0.666666667,1,0.243154022,5,0.270021865,0.178854915,0,0.60068326,0.56886972,5,0,23,9,2023
446902272,0.303571429,0,0,0.632,0.389977431,1,1,1,85010,2,0,0,0,0.27,2,0,0.571428571,1,0.668022952,6,0.367025515,0.203631473,0.4,0.910109421,0.511570569,4,1,13,11,2023
446943744,0.607142857,1,1,0.792,0.587761592,1,1,0,20129,5,1,0,0,0.14,2,1,0.571428571,0,0.074409343,5,0.884323737,0.228345275,0,0.499705277,0.400868986,1,0,13,4,2023
448022016,0.642857143,1,1,0.696,0.606432089,1,0,1,15012,6,2,0,0,0.09,2,1,0.857142857,0,0.394935896,3,0.070825711,0.270552817,0,0.499705277,0.490099622,3,1,8,8,2023
448167168,0.303571429,1,0,0.376,0.389208043,1,1,0,15035,5,1,0,0,0.3,2,0,0.476190476,1,0.230945382,3,0.08116291,0.268251052,1,0.505093315,0.417355962,5,1,4,4,2024
448250112,0.928571429,1,1,0.488,0.737330735,1,1,1,80011,3,2,0,0,0.5,2,0,0.666666667,2,0.573975484,1,0.721372377,0.413201684,0.4,0.823568724,0.482863606,0,0,4,2,2023
448312320,0.357142857,1,1,0.856,0.430549856,1,1,0,15001,1,0,0,0,0.56,2,1,0.571428571,2,0.502861412,4,0.26523706,0.25608245,0,0.60068326,0.537325579,6,0,29,9,2023
448353792,0.267857143,1,1,0.792,0.359663521,0,1,0,20130,6,1,0,0,0.78,2,1,0.666666667,1,0.288509315,4,0.815531642,0.722005873,0,0.352783681,0.603934554,6,0,6,6,2023
448436736,0.553571429,1,0,0.456,0.557139926,0,0,1,20156,2,2,0.4,0,0.57,2,1,0.857142857,0,0.41807079,6,0.452778718,0.441923511,0.4,0.306150998,0.500012662,2,0,30,1,2023
448457472,0.214285714,0,1,0,0.312115306,1,1,0,15035,5,0,0,0,0.9,2,1,0.571428571,1,0.188379525,6,0.761153626,0.442918369,1,0.43611148,0.680224028,2,0,17,8,2023
448519680,0.464285714,0,1,0.328,0.503898236,1,1,0,50009,2,0,0,0,0.98,2,1,0.857142857,0,0.49579449,1,0.479548887,0.895250772,0,0.371919935,0.651548862,2,0,27,5,2024
448768512,0.732142857,0,1,0.552,0.651672138,0,0,1,80021,4,1,0.4,0,0.98,2,0,0.380952381,1,0.433525041,6,0.360367433,0.616763067,1,0.511419487,0.451222014,0,0,26,5,2024
449038080,0.017857143,1,1,0.936,0.087197374,0,1,1,50058,1,0,0,0,0.89,2,0,0.380952381,1,0.271696486,0,0.500738681,0.342018555,0,0.352783681,0.300361377,4,1,28,4,2023
449162496,0.5,0,1,0.776,0.526005334,1,0,0,15019,1,1,0,0,0.44,2,1,0.285714286,0,0.244111845,4,0.407756565,0.407408485,0.4,0.306150998,0.571414587,7,0,4,10,2024
449597952,0.303571429,1,1,0.792,0.389720968,1,1,0,15024,7,0,0,0,0.5,2,0,0.666666667,0,0.494987996,3,0.506144521,0.324057738,1,0.511419487,0.488053162,6,0,22,2,2023
449680896,0.571428571,1,1,0.744,0.5669881,1,1,0,85017,6,2,0,0,0.25,2,0,0.380952381,0,0.627608218,3,0.169388977,0.562899682,0,0.375,0.546611724,3,1,9,7,2024
449991936,0.75,1,1,0,0.659622487,0,0,1,85075,1,1,0,0,0.02,2,0,0.476190476,0,0.194413716,5,0.304348001,0.259829727,0.4,0.306150998,0.481858688,3,1,14,4,2023
450344448,0.267857143,1,1,0.552,0.358945425,0,0,1,50050,6,1,0,0,1,2,1,0.571428571,0,0.613334149,0,0.629115415,0.338345868,1,0.505093315,0.587790702,1,0,4,6,2024
450489600,0.196428571,1,1,0.824,0.295342634,1,1,1,15035,6,0,0,0,0.91,2,0,0.095238095,2,0.233101701,3,0.383189977,0.833588762,0,0.375,0.401714363,3,0,24,12,2024
450531072,0.392857143,1,1,0.056,0.455426754,1,0,0,20143,1,1,0,0,0.75,2,0,0.476190476,2,0.214068052,4,0.201476431,0.639312938,0,0.352783681,0.647118427,2,0,27,1,2023
450655488,0.321428571,0,1,0.552,0.402031186,0,0,0,50021,4,1,0,0,0.98,2,1,0.952380952,1,0.335615279,1,0.232075179,0.815454025,0,0.499705277,0.60889033,5,0,1,9,2024
450800640,0.732142857,0,1,0.824,0.650492409,1,1,1,80021,1,2,0,0,0,2,0,0.666666667,1,0.603690202,2,0.254305157,0.46926165,0,0.371919935,0.250404253,4,0,8,3,2024
450904320,0.732142857,0,0,0.504,0.650441116,1,1,1,80011,3,1,1,0,0.02,2,1,0.380952381,1,0.233174513,2,0.419378772,0.458241161,1,0.505093315,0.603853699,4,0,5,10,2024
450987264,0.392857143,0,1,0,0.455170291,0,1,0,20128,5,1,0,0,0.36,2,0,0.476190476,2,0.456946406,2,0.075919178,0.275847388,0,0.375,0.365026875,1,0,23,5,2024
451215360,0.142857143,0,0,0.552,0.24261387,1,1,1,50027,3,1,0,0,0.93,2,0,0.571428571,1,0.305272949,0,0.17055004,0.628085124,0,0.352783681,0.31636872,3,0,4,2,2023
451464192,0.482142857,0,1,0.648,0.514464506,1,0,0,20105,5,1,0,0,0.09,2,0,0.380952381,0,1,4,0.570664324,0.501921816,0,0.499705277,0.497125627,4,0,18,4,2024
451609344,0.321428571,0,1,0.92,0.403159622,1,1,0,80044,5,0,0,0,0.02,2,1,0.571428571,0,0.372932387,0,0.437545469,0.306576839,0.4,0.576258593,0.468910585,6,1,25,5,2023
451630080,0.267857143,1,1,0.504,0.359714813,0,1,0,85083,5,2,0,0,0.19,2,1,1,0,1,6,0.918975146,0.206105412,0,0.73711935,0.608570478,1,1,4,7,2024
451920384,0.089285714,0,1,0.632,0.180806319,0,0,1,80017,3,1,0.4,0,0.75,2,1,0.476190476,1,0.447191888,1,0.446420937,0.842608689,0,0.352783681,0.410844947,6,0,13,4,2024
452065536,0.785714286,1,1,0.904,0.676446451,1,1,0,50055,6,1,0.4,0,0.35,2,0,0.285714286,1,0.269534632,5,0.948280273,0.394415283,0,0.499705277,0.514111921,4,0,10,9,2024
452148480,0.803571429,1,0,0.536,0.683576118,1,0,0,85015,7,1,0.8,0,0.07,2,1,0.19047619,2,0.248121328,1,0.297545852,0.264645222,0.4,0.576258593,0.498072914,3,0,24,1,2024
452438784,0.964285714,0,1,0.68,0.752256873,0,1,1,15019,5,1,0,0,0.12,2,1,0.761904762,2,0.337082163,1,0.428284766,0.434317259,0,0.499705277,0.77342657,2,1,21,9,2023
452459520,0.696428571,1,1,0.648,0.633514567,0,0,0,85016,7,2,0,0,0.08,2,1,0.380952381,2,0.075483388,3,0.622117577,0.098423027,0,0.371919935,0.611968749,7,1,24,1,2024
452542464,1,1,1,0.824,0.778159622,1,0,0,20113,2,0,0,0,0.06,2,0,0.19047619,1,0.359297087,1,0.140627062,0.574162998,0,0.73711935,0.524956201,8,1,22,5,2023
452687616,0.321428571,1,0,0.488,0.40310833,1,1,0,50054,6,1,0.8,0,0.19,2,1,0.380952381,0,0.199218885,6,0.372568655,0.475332164,0.4,0.823568724,0.508206973,4,1,21,3,2023
452708352,0.482142857,1,1,0.248,0.515285187,1,0,1,50021,4,1,0,0,0.04,2,1,0,1,0.590757224,1,0.529007823,0.627257707,0,0.375,0.478290446,3,0,28,4,2024
452791296,0.071428571,1,0,0.792,0.15849405,1,0,0,20153,5,0,0,0,0.05,2,1,0.476190476,2,0.615782544,5,0.349530745,0.304667035,0,0.60068326,0.45526405,3,1,8,6,2023
452832768,0.607142857,1,0,0.648,0.587094789,1,1,1,15059,1,0,0,0,0.79,2,1,0.476190476,1,0.314842919,5,0.947258955,0.503019398,0.4,0.306150998,0.430145334,3,0,6,12,2024
453123072,0.303571429,0,1,0.312,0.389413213,1,0,0,15035,2,0,0,0,0.3,2,1,0.857142857,1,0.235175664,4,0.954814887,0.92336946,0,0.371919935,0.371905602,3,0,27,5,2024
453268224,0.357142857,0,0,0.84,0.430703734,0,1,1,50047,6,2,0,0,0.18,2,0,0.285714286,0,0.506870633,4,0.722766827,0.456565552,0,0.73711935,0.572409794,3,0,11,7,2023
453454848,0.267857143,1,0,0.776,0.35925318,1,1,0,15001,4,1,0.4,0,0.41,2,1,0.571428571,2,0.625211478,3,0.402929334,0.58611055,0.4,0.823568724,0.514682494,8,0,3,11,2024
453496320,0.392857143,0,1,0.808,0.455580632,0,1,0,15025,1,0,0.4,0,0.51,2,1,0.571428571,2,0.190151491,6,0.357429374,0.339370702,0,0.375,0.520132469,1,1,20,9,2024
453579264,0.482142857,0,0,0.424,0.515080016,1,1,1,20131,1,1,0.4,0,0.23,2,1,0.476190476,0,0.536072204,3,0.279428801,0.916902388,0,0.352783681,0.359763245,3,1,10,11,2023
453600000,0.446428571,0,1,0.504,0.491844481,0,1,1,80017,7,1,0,0,0.95,2,1,0.380952381,1,0.143932801,0,0.69466488,0.482078436,0.4,0.306150998,0.390490438,3,0,31,5,2023
453641472,0.482142857,0,1,0.552,0.515182602,0,1,0,80031,1,1,0,0,0.99,2,1,0.380952381,2,0.748318215,1,0.107427784,0.598312813,1,0.43611148,0.40832475,4,0,10,3,2023
453662208,0.285714286,1,1,0.616,0.374743537,1,1,0,80027,2,2,0.4,0,0.5,2,1,0.380952381,2,0.19974498,3,0.148086619,0.296244431,0.4,0.910109421,0.544662916,3,0,14,8,2023
453703680,0.375,0,1,0.664,0.444655314,1,0,1,85067,3,1,0,0,0.3,2,1,0.761904762,2,0.209573022,4,0.241172276,0.345633837,0,0.371919935,0.574731586,4,0,9,9,2023
453869568,0.196428571,0,0,0.424,0.295240049,0,1,0,50003,2,0,0,0,0.93,2,1,0.285714286,2,0.551269153,6,0.249964964,0.503515167,0,0.73711935,0.56535816,3,0,3,7,2023
454263552,0.446428571,0,0,0.6,0.491690603,0,0,0,15021,7,1,0,0,0.04,2,1,0.285714286,1,0.870303271,4,0.45884709,0.409889752,0,0.60068326,0.267729613,8,0,12,6,2024
454305024,0.446428571,1,1,0.68,0.491793188,1,0,1,20152,5,2,0,0,0.22,2,1,0.380952381,1,0.760076595,5,0.744338225,0.286993448,0.4,0.306150998,0.579410333,4,1,10,8,2023
454616064,0.428571429,1,1,0.472,0.479482971,1,1,0,15043,7,1,0.4,0,0.06,2,1,0.380952381,1,0.315055139,6,0.451342754,0.515625151,0,0.371919935,0.536613514,4,0,25,9,2024
454844160,0.267857143,0,1,0.568,0.358791547,1,0,0,20134,1,2,0,0,0.5,2,0,0.380952381,2,0.563758224,5,0.418830496,0.325713517,0,0.60068326,0.577489422,5,0,21,4,2023
454885632,0.303571429,0,1,0.6,0.388489947,0,0,1,85001,6,1,0,0,0.36,2,1,0.380952381,0,0.573833345,2,0.325241143,0.207405968,0.4,0.306150998,0.557686106,2,0,17,9,2024
455010048,0.517857143,0,1,0.504,0.537135823,1,0,0,85027,5,1,0,0,0.93,2,1,0.952380952,0,0.319997833,6,0.16420136,0.579121061,0.4,0.910109421,0.400694453,3,0,1,8,2024
455030784,0.303571429,0,1,0.6,0.388592532,1,0,1,85027,4,2,0,0,0.22,2,1,0.952380952,1,0.82125869,5,0.300576312,0.292146638,0,0.499705277,0.581728091,4,0,1,12,2024
455839488,0.732142857,1,1,0.712,0.650441116,1,1,1,50001,5,1,0,0,0.82,2,0,0.380952381,0,0.390253101,5,0.3963159,0.421054948,0,0.352783681,0.497417609,3,0,4,7,2024
455860224,0.892857143,1,0,0,0.72327657,1,1,1,15020,3,1,0,0,0.01,2,1,0.285714286,2,0.465440078,4,0.369320384,0.733299244,0.4,0.306150998,0.463532151,7,0,19,8,2023
456005376,0.607142857,1,1,0.712,0.586838326,0,0,0,15012,2,1,0,0,0.95,2,1,0.476190476,2,0.425726821,2,0.914961957,0.20686417,0.4,0.576258593,0.446535614,8,0,20,3,2023
456046848,0.267857143,1,1,0.872,0.359612228,0,1,0,85018,4,0,0,0,1,2,1,0.571428571,0,0.385345468,6,0.608135528,0.665347484,0,0.73711935,0.396669385,4,0,11,2,2024
456067584,0.375,0,1,0,0.443065244,1,1,1,80007,3,1,0,0,0.04,2,0,0.761904762,2,0.351036533,4,0.297365999,0.307484006,1,0.505093315,0.369921632,3,0,2,9,2023
456192000,0.5,1,1,0.92,0.525646286,0,1,1,50037,6,1,0,0,0.97,2,1,0.19047619,2,0.683683063,3,0.3865836,0.489588979,0,0.60068326,0.624786678,6,0,28,5,2024
456233472,0.357142857,1,0,0.568,0.430139516,1,1,1,20142,5,1,0.4,0,0.65,2,1,0.761904762,2,0.353104916,2,0.587724428,0.227766739,0,0.352783681,0.549861882,1,0,19,10,2023
456295680,0.696428571,0,1,0.776,0.634181371,0,1,0,15028,3,1,0,0,0.83,2,0,0.761904762,0,0.518346933,5,0.373418603,0.408475284,1,0.43611148,0.51760508,3,0,12,10,2024
456316416,0.375,1,1,0.872,0.443065244,1,0,0,85068,3,1,0,0,0.97,2,1,0.19047619,2,0.763831944,2,0.215075527,0.768294014,0.4,0.910109421,0.607265623,2,1,23,9,2023
456357888,0.482142857,0,1,0.552,0.514567091,1,0,1,15012,7,2,0,0,0.74,2,1,0.476190476,1,0.349429246,0,0.20653687,0.405706614,0,0.371919935,0.668094808,2,0,10,1,2024
456523776,0.464285714,0,1,0.664,0.503436602,0,0,1,15001,2,2,0,0,0.83,2,1,0.095238095,2,0.207278958,2,0.800290919,0.37932965,1,0.505093315,0.656778053,1,0,18,11,2024
456897024,0.696428571,0,0,0.6,0.633104227,0,1,0,85030,3,2,1,0,0.25,2,1,0.285714286,0,0.45475301,4,0.132962956,0.278904301,0.4,0.576258593,0.461575743,4,0,9,9,2023
456979968,0.392857143,0,1,0,0.455272876,1,0,0,20111,6,1,0,0,0.63,2,0,0.19047619,0,0.229374594,0,0.546234335,0.617863902,1,0.505093315,0.403369521,7,0,28,5,2024
457104384,0.535714286,0,1,0.504,0.547907263,1,0,0,80104,2,1,0,0,0.57,2,0,0.857142857,2,0.489801319,4,0.131106117,0.275293948,0.4,0.823568724,0.435314806,3,0,23,9,2024
457291008,0.446428571,1,1,0.584,0.491793188,1,1,1,85071,2,0,0,0,0.31,2,1,0.285714286,2,0.26012487,6,1,0.355834558,0.4,0.306150998,0.384728509,4,0,2,1,2023
457353216,0.464285714,0,1,0.488,0.503949528,1,1,0,85082,2,1,0.8,0,0.22,2,1,0.476190476,2,0.660354761,6,0.565053098,0.304266593,0.4,0.910109421,0.238206851,5,0,25,9,2023
457394688,0.535714286,0,1,0.568,0.547291752,1,1,0,20141,7,0,0,0,0.81,2,1,0.285714286,0,0.519173499,6,0.159834253,0.428663325,0,0.499705277,0.511352395,3,0,13,12,2023
457415424,0.464285714,1,1,0.472,0.504000821,1,1,0,15028,3,1,0,0,0.99,2,0,0.571428571,1,0.1428568,0,0.852100584,0.563454105,0,0.371919935,0.208813153,1,1,20,5,2023
457436160,0.553571429,0,1,0.936,0.556883463,0,0,1,80047,6,0,0,0,0.27,2,1,0.666666667,1,0.468576609,6,0.443392543,0.410594468,0.4,0.576258593,0.452406998,3,0,24,9,2024
457539840,0.589285714,0,0,0.728,0.578016003,1,1,0,20138,7,1,0,0,0.09,2,1,0.19047619,0,0.291023689,5,0.307273557,0.533313132,1,0.511419487,0.505455938,1,0,23,8,2023
457684992,0.464285714,0,1,0.84,0.502615921,1,1,1,85004,3,0,0.4,0,0.13,2,0,0.571428571,1,0.290402293,0,0.810447521,0.749827572,0.4,0.823568724,0.47980292,3,1,10,8,2024
457767936,0.214285714,1,1,0.776,0.312474354,1,0,1,20134,2,1,0,0,0.11,2,0,0.476190476,0,0.326955698,4,0.254123686,0.118433141,0,0.60068326,0.314906695,6,0,27,3,2023
457809408,0.446428571,1,1,0.616,0.492408699,1,0,1,80030,1,0,0,0,0.07,2,0,0.476190476,0,0.220525829,2,0.423735339,0.531555078,0,0.352783681,0.454083682,6,0,29,9,2023
